Waktu,Objek,Lat_Laptop,Lon_Laptop,Lat_Modul,Lon_Modul
2025-05-14 20:19:07,,-7.6298,111.5239,,
2025-05-14 20:19:08,,-7.6298,111.5239,,
2025-05-14 20:19:08,,-7.6298,111.5239,,
2025-05-14 20:19:09,,-7.6298,111.5239,,
2025-05-14 20:19:09,,-7.6298,111.5239,,
2025-05-14 20:19:11,,-7.6298,111.5239,,
2025-05-14 20:19:11,,-7.6298,111.5239,,
2025-05-14 20:19:12,,-7.6298,111.5239,,
2025-05-14 20:19:12,"person, person",-7.6298,111.5239,,
2025-05-14 20:19:13,person,-7.6298,111.5239,,
2025-05-14 20:19:13,person,-7.6298,111.5239,,
2025-05-14 20:19:14,banana,-7.6298,111.5239,,
2025-05-14 20:19:14,,-7.6298,111.5239,,
2025-05-14 20:19:15,,-7.6298,111.5239,,
2025-05-14 20:19:15,person,-7.6298,111.5239,,
2025-05-14 20:19:16,person,-7.6298,111.5239,,
2025-05-14 20:19:17,"person, person",-7.6298,111.5239,,
2025-05-14 20:19:17,"person, person, person",-7.6298,111.5239,,
2025-05-14 20:19:18,,-7.6298,111.5239,,
2025-05-14 20:19:18,,-7.6298,111.5239,,
2025-05-14 20:19:19,,-7.6298,111.5239,,
2025-05-14 20:19:19,,-7.6298,111.5239,,
2025-05-14 20:19:20,,-7.6298,111.5239,,
2025-05-14 20:19:21,,-7.6298,111.5239,,
2025-05-14 20:19:21,,-7.6298,111.5239,,
2025-05-14 20:19:21,,-7.6298,111.5239,,
