Waktu,Objek,Lat_Laptop,Lon_Laptop,Lat_Modul,Lon_Modul
2025-04-24 11:42:04,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:05,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:06,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:06,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:07,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:07,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:08,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:08,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:09,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:09,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:10,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:10,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:11,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:11,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:12,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:12,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:13,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:13,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:13,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:14,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:14,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:15,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:15,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:16,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:16,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:17,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:18,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:18,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:19,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:20,person,-7.2492,112.7508,,
2025-04-24 11:42:20,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:21,"person, person, bottle",-7.2492,112.7508,,
2025-04-24 11:42:21,person,-7.2492,112.7508,,
2025-04-24 11:42:21,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:22,"person, person, tie",-7.2492,112.7508,,
2025-04-24 11:42:22,person,-7.2492,112.7508,,
2025-04-24 11:42:23,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:23,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:24,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:24,"person, person, elephant",-7.2492,112.7508,,
2025-04-24 11:42:25,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:25,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:26,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:26,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:27,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:27,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:28,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:28,"person, elephant",-7.2492,112.7508,,
2025-04-24 11:42:28,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:29,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:29,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:30,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:30,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:31,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:31,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:32,"person, person, chair",-7.2492,112.7508,,
2025-04-24 11:42:32,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:33,person,-7.2492,112.7508,,
2025-04-24 11:42:33,person,-7.2492,112.7508,,
2025-04-24 11:42:34,person,-7.2492,112.7508,,
2025-04-24 11:42:34,"person, chair",-7.2492,112.7508,,
2025-04-24 11:42:35,person,-7.2492,112.7508,,
2025-04-24 11:42:35,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:36,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:36,person,-7.2492,112.7508,,
2025-04-24 11:42:37,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:37,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:38,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:38,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:39,person,-7.2492,112.7508,,
2025-04-24 11:42:39,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:40,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:40,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:40,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:41,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:41,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:42,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:42,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:43,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:44,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:44,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:44,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:45,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:45,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:46,"person, person, cell phone",-7.2492,112.7508,,
2025-04-24 11:42:46,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:47,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:47,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:48,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:48,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:49,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:49,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:50,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:50,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:51,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:51,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:51,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:52,"person, person, chair",-7.2492,112.7508,,
2025-04-24 11:42:52,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:53,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:53,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:54,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:54,"person, person, chair",-7.2492,112.7508,,
2025-04-24 11:42:55,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:55,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:56,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:56,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:56,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:57,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:57,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:58,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:58,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:59,"person, person",-7.2492,112.7508,,
2025-04-24 11:42:59,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:00,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:00,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:01,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:01,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:01,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:02,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:02,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:03,"person, person, tie",-7.2492,112.7508,,
2025-04-24 11:43:03,"person, person, person, person, person",-7.2492,112.7508,,
2025-04-24 11:43:04,"person, person, person, person",-7.2492,112.7508,,
2025-04-24 11:43:04,"person, person, person, chair",-7.2492,112.7508,,
2025-04-24 11:43:05,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:05,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:06,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:07,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:07,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:08,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:08,"person, person, chair, person",-7.2492,112.7508,,
2025-04-24 11:43:09,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:09,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:10,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:10,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:11,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:11,"person, person, dog",-7.2492,112.7508,,
2025-04-24 11:43:11,"person, person, sandwich, hot dog",-7.2492,112.7508,,
2025-04-24 11:43:12,"person, person, baseball glove",-7.2492,112.7508,,
2025-04-24 11:43:12,"person, person, sandwich",-7.2492,112.7508,,
2025-04-24 11:43:13,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:13,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:14,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:14,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:15,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:15,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:16,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:16,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:17,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:17,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:18,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:19,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:19,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:20,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:20,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:21,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:21,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:22,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:22,"person, person, donut",-7.2492,112.7508,,
2025-04-24 11:43:22,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:23,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:23,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:24,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:24,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:25,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:26,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:27,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:27,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:28,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:28,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:29,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:30,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:30,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:31,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:31,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:32,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:32,"person, person, person",-7.2492,112.7508,,
2025-04-24 11:43:33,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:33,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:34,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:35,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:35,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:36,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:36,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:37,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:37,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:38,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:38,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:39,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:39,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:39,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:40,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:40,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:41,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:41,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:42,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:42,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:43,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:43,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:44,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:44,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:45,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:45,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:46,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:46,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:47,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:47,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:48,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:48,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:48,"person, person, person",-7.2492,112.7508,,
2025-04-24 11:43:49,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:49,"person, cell phone, person, person, chair",-7.2492,112.7508,,
2025-04-24 11:43:50,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:50,"person, person, chair",-7.2492,112.7508,,
2025-04-24 11:43:51,"person, person, person, chair, chair",-7.2492,112.7508,,
2025-04-24 11:43:51,"person, person, person, chair, chair, person",-7.2492,112.7508,,
2025-04-24 11:43:52,"chair, person, chair, person, person",-7.2492,112.7508,,
2025-04-24 11:43:52,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:53,"person, person, chair",-7.2492,112.7508,,
2025-04-24 11:43:53,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:54,"person, person, chair",-7.2492,112.7508,,
2025-04-24 11:43:54,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:54,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:55,"person, person, person, person",-7.2492,112.7508,,
2025-04-24 11:43:55,"person, person",-7.2492,112.7508,,
2025-04-24 11:43:56,"person, person, person",-7.2492,112.7508,,
2025-04-24 11:43:56,"person, person, person",-7.2492,112.7508,,
