Waktu,Objek,Lat_Laptop,Lon_Laptop,Lat_Modul,Lon_Modul
2025-05-14 20:11:08,person,-7.2492,112.7508,,
2025-05-14 20:11:08,,-7.2492,112.7508,,
2025-05-14 20:11:09,,-7.2492,112.7508,,
2025-05-14 20:11:09,,-7.2492,112.7508,,
2025-05-14 20:11:10,,-7.2492,112.7508,,
2025-05-14 20:11:11,,-7.2492,112.7508,,
2025-05-14 20:11:11,,-7.2492,112.7508,,
2025-05-14 20:11:12,,-7.2492,112.7508,,
2025-05-14 20:11:12,,-7.2492,112.7508,,
2025-05-14 20:11:13,person,-7.2492,112.7508,,
2025-05-14 20:11:13,person,-7.2492,112.7508,,
2025-05-14 20:11:14,person,-7.2492,112.7508,,
2025-05-14 20:11:15,,-7.2492,112.7508,,
2025-05-14 20:11:15,,-7.2492,112.7508,,
2025-05-14 20:11:16,,-7.2492,112.7508,,
2025-05-14 20:11:16,,-7.2492,112.7508,,
2025-05-14 20:11:17,,-7.2492,112.7508,,
2025-05-14 20:11:17,,-7.2492,112.7508,,
2025-05-14 20:11:18,,-7.2492,112.7508,,
