Waktu,Objek,Lat_Laptop,Lon_Laptop,Lat_Modul,Lon_Modul
2025-04-24 12:40:05,person,-7.2492,112.7508,,
2025-04-24 12:40:05,person,-7.2492,112.7508,,
2025-04-24 12:40:06,person,-7.2492,112.7508,,
2025-04-24 12:40:07,"person, person",-7.2492,112.7508,,
2025-04-24 12:40:07,"person, person",-7.2492,112.7508,,
2025-04-24 12:40:08,person,-7.2492,112.7508,,
2025-04-24 12:40:08,"person, person",-7.2492,112.7508,,
2025-04-24 12:40:09,"person, person",-7.2492,112.7508,,
2025-04-24 12:40:09,"person, person",-7.2492,112.7508,,
2025-04-24 12:40:10,"person, person",-7.2492,112.7508,,
2025-04-24 12:40:11,"person, person",-7.2492,112.7508,,
2025-04-24 12:40:11,"person, person",-7.2492,112.7508,,
2025-04-24 12:40:12,"person, person",-7.2492,112.7508,,
2025-04-24 12:40:12,"person, person",-7.2492,112.7508,,
2025-04-24 12:40:13,"person, person, person",-7.2492,112.7508,,
2025-04-24 12:40:14,"person, person",-7.2492,112.7508,,
2025-04-24 12:40:14,"person, person",-7.2492,112.7508,,
2025-04-24 12:40:15,"person, person",-7.2492,112.7508,,
2025-04-24 12:40:16,"person, person",-7.2492,112.7508,,
2025-04-24 12:40:16,"person, person",-7.2492,112.7508,,
2025-04-24 12:40:17,"person, person",-7.2492,112.7508,,
2025-04-24 12:40:18,"person, person",-7.2492,112.7508,,
2025-04-24 12:40:18,"person, person",-7.2492,112.7508,,
2025-04-24 12:40:19,"person, person",-7.2492,112.7508,,
2025-04-24 12:40:20,"person, person",-7.2492,112.7508,,
2025-04-24 12:40:20,"person, person",-7.2492,112.7508,,
2025-04-24 12:40:21,"person, person",-7.2492,112.7508,,
2025-04-24 12:40:22,"person, person",-7.2492,112.7508,,
2025-04-24 12:40:22,"person, person",-7.2492,112.7508,,
2025-04-24 12:40:23,"person, person",-7.2492,112.7508,,
2025-04-24 12:40:23,"person, person",-7.2492,112.7508,,
2025-04-24 12:40:24,"person, person",-7.2492,112.7508,,
2025-04-24 12:40:25,"person, person",-7.2492,112.7508,,
2025-04-24 12:40:25,"person, person, person",-7.2492,112.7508,,
2025-04-24 12:40:26,"person, person",-7.2492,112.7508,,
2025-04-24 12:40:26,"person, person",-7.2492,112.7508,,
2025-04-24 12:40:27,"person, person",-7.2492,112.7508,,
2025-04-24 12:40:28,"person, person",-7.2492,112.7508,,
2025-04-24 12:40:28,"person, person",-7.2492,112.7508,,
2025-04-24 12:40:29,"person, person",-7.2492,112.7508,,
2025-04-24 12:40:29,"person, person",-7.2492,112.7508,,
2025-04-24 12:40:30,"person, person",-7.2492,112.7508,,
2025-04-24 12:40:30,"person, person, person",-7.2492,112.7508,,
2025-04-24 12:40:31,"person, person, person",-7.2492,112.7508,,
2025-04-24 12:40:31,"person, person",-7.2492,112.7508,,
2025-04-24 12:40:33,"person, person",-7.2492,112.7508,,
2025-04-24 12:40:33,"person, person",-7.2492,112.7508,,
2025-04-24 12:40:34,"person, person",-7.2492,112.7508,,
2025-04-24 12:40:35,"person, person",-7.2492,112.7508,,
2025-04-24 12:40:36,"person, person",-7.2492,112.7508,,
2025-04-24 12:40:36,"person, person",-7.2492,112.7508,,
2025-04-24 12:40:37,"person, person",-7.2492,112.7508,,
2025-04-24 12:40:37,"person, person, potted plant",-7.2492,112.7508,,
2025-04-24 12:40:38,"person, person",-7.2492,112.7508,,
2025-04-24 12:40:38,"person, person",-7.2492,112.7508,,
2025-04-24 12:40:39,"person, person, person",-7.2492,112.7508,,
2025-04-24 12:40:39,"person, person, person, person",-7.2492,112.7508,,
2025-04-24 12:40:40,"person, person, person",-7.2492,112.7508,,
2025-04-24 12:40:41,"person, person, person",-7.2492,112.7508,,
2025-04-24 12:40:41,"person, person",-7.2492,112.7508,,
2025-04-24 12:40:42,"person, person",-7.2492,112.7508,,
2025-04-24 12:40:42,person,-7.2492,112.7508,,
2025-04-24 12:40:43,person,-7.2492,112.7508,,
2025-04-24 12:40:44,"person, person",-7.2492,112.7508,,
2025-04-24 12:40:44,"person, person, person",-7.2492,112.7508,,
2025-04-24 12:40:45,person,-7.2492,112.7508,,
2025-04-24 12:40:45,person,-7.2492,112.7508,,
2025-04-24 12:40:46,person,-7.2492,112.7508,,
2025-04-24 12:40:47,"person, person",-7.2492,112.7508,,
2025-04-24 12:40:47,"person, person",-7.2492,112.7508,,
2025-04-24 12:40:48,"person, person",-7.2492,112.7508,,
2025-04-24 12:40:48,"person, person, person",-7.2492,112.7508,,
2025-04-24 12:40:49,"person, person, person",-7.2492,112.7508,,
2025-04-24 12:40:49,"person, person, person",-7.2492,112.7508,,
2025-04-24 12:40:50,"person, person, person",-7.2492,112.7508,,
2025-04-24 12:40:51,"person, person, person",-7.2492,112.7508,,
2025-04-24 12:40:52,"person, person, person",-7.2492,112.7508,,
2025-04-24 12:40:53,"person, person, person",-7.2492,112.7508,,
2025-04-24 12:40:53,"person, person, person",-7.2492,112.7508,,
2025-04-24 12:40:54,"person, person, person",-7.2492,112.7508,,
2025-04-24 12:40:54,"person, person, person",-7.2492,112.7508,,
2025-04-24 12:40:55,"person, person, person",-7.2492,112.7508,,
2025-04-24 12:40:55,"person, person, person",-7.2492,112.7508,,
2025-04-24 12:40:57,"person, person, person",-7.2492,112.7508,,
2025-04-24 12:40:57,"person, person",-7.2492,112.7508,,
2025-04-24 12:40:58,"person, person",-7.2492,112.7508,,
2025-04-24 12:40:58,"person, person",-7.2492,112.7508,,
2025-04-24 12:40:59,"person, person",-7.2492,112.7508,,
2025-04-24 12:41:00,"person, person, person",-7.2492,112.7508,,
2025-04-24 12:41:00,"person, person, person",-7.2492,112.7508,,
2025-04-24 12:41:01,"person, person, person",-7.2492,112.7508,,
2025-04-24 12:41:02,"person, person, person",-7.2492,112.7508,,
2025-04-24 12:41:02,person,-7.2492,112.7508,,
2025-04-24 12:41:04,person,-7.2492,112.7508,,
2025-04-24 12:41:04,person,-7.2492,112.7508,,
2025-04-24 12:41:05,person,-7.2492,112.7508,,
2025-04-24 12:41:05,person,-7.2492,112.7508,,
2025-04-24 12:41:06,"person, person",-7.2492,112.7508,,
2025-04-24 12:41:06,person,-7.2492,112.7508,,
2025-04-24 12:41:07,"person, person",-7.2492,112.7508,,
2025-04-24 12:41:07,person,-7.2492,112.7508,,
2025-04-24 12:41:08,person,-7.2492,112.7508,,
2025-04-24 12:41:08,person,-7.2492,112.7508,,
2025-04-24 12:41:09,person,-7.2492,112.7508,,
2025-04-24 12:41:10,person,-7.2492,112.7508,,
2025-04-24 12:41:10,person,-7.2492,112.7508,,
2025-04-24 12:41:11,person,-7.2492,112.7508,,
2025-04-24 12:41:11,person,-7.2492,112.7508,,
2025-04-24 12:41:12,person,-7.2492,112.7508,,
2025-04-24 12:41:12,person,-7.2492,112.7508,,
2025-04-24 12:41:13,person,-7.2492,112.7508,,
2025-04-24 12:41:13,person,-7.2492,112.7508,,
2025-04-24 12:41:14,person,-7.2492,112.7508,,
2025-04-24 12:41:15,person,-7.2492,112.7508,,
2025-04-24 12:41:15,person,-7.2492,112.7508,,
2025-04-24 12:41:16,person,-7.2492,112.7508,,
2025-04-24 12:41:16,person,-7.2492,112.7508,,
2025-04-24 12:41:17,person,-7.2492,112.7508,,
2025-04-24 12:41:17,person,-7.2492,112.7508,,
2025-04-24 12:41:18,person,-7.2492,112.7508,,
2025-04-24 12:41:19,person,-7.2492,112.7508,,
2025-04-24 12:41:19,person,-7.2492,112.7508,,
2025-04-24 12:41:20,person,-7.2492,112.7508,,
2025-04-24 12:41:21,person,-7.2492,112.7508,,
2025-04-24 12:41:21,person,-7.2492,112.7508,,
2025-04-24 12:41:22,person,-7.2492,112.7508,,
2025-04-24 12:41:22,person,-7.2492,112.7508,,
2025-04-24 12:41:23,person,-7.2492,112.7508,,
2025-04-24 12:41:24,person,-7.2492,112.7508,,
2025-04-24 12:41:24,person,-7.2492,112.7508,,
2025-04-24 12:41:25,person,-7.2492,112.7508,,
2025-04-24 12:41:25,person,-7.2492,112.7508,,
2025-04-24 12:41:26,person,-7.2492,112.7508,,
2025-04-24 12:41:27,person,-7.2492,112.7508,,
2025-04-24 12:41:27,person,-7.2492,112.7508,,
2025-04-24 12:41:28,person,-7.2492,112.7508,,
