Waktu,Objek,Lat_Laptop,Lon_Laptop,Lat_Modul,Lon_Modul
2025-04-24 12:29:37,"person, person, cell phone, person, person, clock",-7.2492,112.7508,,
2025-04-24 12:29:37,"person, person, person, person, person",-7.2492,112.7508,,
2025-04-24 12:29:38,"person, person, person, cell phone, person",-7.2492,112.7508,,
2025-04-24 12:29:38,"person, person, cell phone, person, person",-7.2492,112.7508,,
2025-04-24 12:29:39,"person, person, person, cell phone, cell phone",-7.2492,112.7508,,
2025-04-24 12:29:39,"person, cell phone, person, person",-7.2492,112.7508,,
2025-04-24 12:29:40,"person, person, cell phone",-7.2492,112.7508,,
2025-04-24 12:29:40,"person, person, cell phone",-7.2492,112.7508,,
2025-04-24 12:29:41,"person, cell phone, person",-7.2492,112.7508,,
2025-04-24 12:29:41,"person, person",-7.2492,112.7508,,
2025-04-24 12:29:42,"person, person",-7.2492,112.7508,,
2025-04-24 12:29:43,"person, person",-7.2492,112.7508,,
2025-04-24 12:29:43,"person, person, person",-7.2492,112.7508,,
2025-04-24 12:29:44,person,-7.2492,112.7508,,
2025-04-24 12:29:44,person,-7.2492,112.7508,,
2025-04-24 12:29:45,person,-7.2492,112.7508,,
2025-04-24 12:29:46,"person, person",-7.2492,112.7508,,
2025-04-24 12:29:46,person,-7.2492,112.7508,,
2025-04-24 12:29:47,person,-7.2492,112.7508,,
2025-04-24 12:29:47,person,-7.2492,112.7508,,
2025-04-24 12:29:48,"person, person",-7.2492,112.7508,,
2025-04-24 12:29:49,"person, person",-7.2492,112.7508,,
2025-04-24 12:29:49,"person, person",-7.2492,112.7508,,
2025-04-24 12:29:50,"person, person",-7.2492,112.7508,,
2025-04-24 12:29:50,"person, person",-7.2492,112.7508,,
2025-04-24 12:29:51,"person, person",-7.2492,112.7508,,
2025-04-24 12:29:51,"person, person",-7.2492,112.7508,,
2025-04-24 12:29:52,"person, person",-7.2492,112.7508,,
2025-04-24 12:29:53,"person, person",-7.2492,112.7508,,
2025-04-24 12:29:53,"person, person",-7.2492,112.7508,,
2025-04-24 12:29:54,"person, person, person",-7.2492,112.7508,,
2025-04-24 12:29:54,"person, person",-7.2492,112.7508,,
2025-04-24 12:29:55,"person, person, person",-7.2492,112.7508,,
2025-04-24 12:29:56,"person, person",-7.2492,112.7508,,
2025-04-24 12:29:56,"person, person",-7.2492,112.7508,,
2025-04-24 12:29:57,"person, person",-7.2492,112.7508,,
2025-04-24 12:29:57,"person, person",-7.2492,112.7508,,
2025-04-24 12:29:58,"person, person",-7.2492,112.7508,,
2025-04-24 12:29:59,"person, person",-7.2492,112.7508,,
2025-04-24 12:29:59,"person, person",-7.2492,112.7508,,
2025-04-24 12:30:00,"person, person",-7.2492,112.7508,,
2025-04-24 12:30:00,"person, person",-7.2492,112.7508,,
2025-04-24 12:30:01,"person, person",-7.2492,112.7508,,
2025-04-24 12:30:02,"person, person",-7.2492,112.7508,,
2025-04-24 12:30:02,"person, person, person",-7.2492,112.7508,,
2025-04-24 12:30:03,"person, person",-7.2492,112.7508,,
2025-04-24 12:30:03,"person, person",-7.2492,112.7508,,
2025-04-24 12:30:04,"person, person",-7.2492,112.7508,,
2025-04-24 12:30:05,"person, person",-7.2492,112.7508,,
2025-04-24 12:30:05,"person, person, person",-7.2492,112.7508,,
2025-04-24 12:30:06,"person, person",-7.2492,112.7508,,
2025-04-24 12:30:06,"person, person, motorcycle",-7.2492,112.7508,,
2025-04-24 12:30:07,"person, person",-7.2492,112.7508,,
2025-04-24 12:30:07,"person, person, person",-7.2492,112.7508,,
2025-04-24 12:30:08,"person, person, person, person",-7.2492,112.7508,,
2025-04-24 12:30:08,"person, person, person, person",-7.2492,112.7508,,
2025-04-24 12:30:09,"person, person, person, person",-7.2492,112.7508,,
2025-04-24 12:30:10,"person, person",-7.2492,112.7508,,
2025-04-24 12:30:10,"person, person",-7.2492,112.7508,,
2025-04-24 12:30:11,"person, person, person",-7.2492,112.7508,,
2025-04-24 12:30:11,"person, person",-7.2492,112.7508,,
2025-04-24 12:30:12,"person, person",-7.2492,112.7508,,
2025-04-24 12:30:13,"person, person",-7.2492,112.7508,,
2025-04-24 12:30:13,"person, person, sports ball",-7.2492,112.7508,,
2025-04-24 12:30:14,"person, person, sports ball, frisbee",-7.2492,112.7508,,
2025-04-24 12:30:14,"person, person",-7.2492,112.7508,,
2025-04-24 12:30:15,"person, person, person",-7.2492,112.7508,,
2025-04-24 12:30:16,"person, person, person",-7.2492,112.7508,,
2025-04-24 12:30:16,"person, person, person, person, person",-7.2492,112.7508,,
2025-04-24 12:30:17,"person, person, person, person",-7.2492,112.7508,,
2025-04-24 12:30:17,"person, person, person, person, person",-7.2492,112.7508,,
2025-04-24 12:30:18,"person, person, person, person",-7.2492,112.7508,,
2025-04-24 12:30:19,"person, person, person, cell phone",-7.2492,112.7508,,
2025-04-24 12:30:19,"person, person, cell phone, person, person",-7.2492,112.7508,,
2025-04-24 12:30:20,"cell phone, person, person, person",-7.2492,112.7508,,
2025-04-24 12:30:20,"person, cell phone, person, person",-7.2492,112.7508,,
2025-04-24 12:30:21,"cell phone, person, person, person",-7.2492,112.7508,,
2025-04-24 12:30:22,"person, cell phone, person, person",-7.2492,112.7508,,
2025-04-24 12:30:22,"cell phone, person, person, person, vase",-7.2492,112.7508,,
2025-04-24 12:30:23,"person, person, cell phone, person",-7.2492,112.7508,,
2025-04-24 12:30:23,"person, cell phone, person, person",-7.2492,112.7508,,
2025-04-24 12:30:24,"person, person, person",-7.2492,112.7508,,
2025-04-24 12:30:24,"cell phone, person, person, person",-7.2492,112.7508,,
2025-04-24 12:30:25,"cell phone, person, person, person, person",-7.2492,112.7508,,
2025-04-24 12:30:26,"person, person, person",-7.2492,112.7508,,
2025-04-24 12:30:26,"person, person, person",-7.2492,112.7508,,
2025-04-24 12:30:27,"person, person, person",-7.2492,112.7508,,
2025-04-24 12:30:27,"person, person",-7.2492,112.7508,,
